Gebietsschlüssel;Gebietsbezeichnung;Wahlberechtigte;Wahlberechtigte ohne Sperrvermerk;Wahlberechtigte mit Sperrvermerk;Wahlberechtigte nach §19;Wähler;Wähler mit Wahlschein;Wahlbeteiligung;Berechnungsmethode Wahlbeteiligung;ungültige Erststimmen;gültige Erststimmen;ungültige Erststimmen in %;gültige Erstsstimmen in %;SPD Erststimmen;CDU Erststimmen;GRÜNE Erststimmen;FDP Erststimmen;Linke Erststimmen;FREIE WÄHLER Erststimmen;PIRATEN Erststimmen;NPD Erststimmen;REP Erststimmen;ödp Erststimmen;ALFA Erststimmen;AfD Erststimmen;III. Weg Erststimmen;DIE EINHEIT Erststimmen;FRIEDENSKÄMPFER Erststimmen;Pestemer Erststimmen;Sonstige Erststimmen;;;;;;;;;SPD Erststimmen in %;CDU Erststimmen in %;GRÜNE Erststimmen in %;FDP Erststimmen in %;Linke Erststimmen in %;FREIE WÄHLER Erststimmen in %;PIRATEN Erststimmen in %;NPD Erststimmen in %;REP Erststimmen in %;ödp Erststimmen in %;ALFA Erststimmen in %;AfD Erststimmen in %;III. Weg Erststimmen in %;DIE EINHEIT Erststimmen in %;FRIEDENSKÄMPFER Erststimmen in %;Pestemer Erststimmen in %;Sonstige Erststimmen in %;;;;;;;;;ungültige Zweitstimmen;gültige Zweitstimmen;ungültige Zweitstimmen in %;gültige Zweitstimmen in %;SPD Zweitstimmen;CDU Zweitstimmen;GRÜNE Zweitstimmen;FDP Zweitstimmen;Linke Zweitstimmen;FREIE WÄHLER Zweitstimmen;PIRATEN Zweitstimmen;NPD Zweitstimmen;REP Zweitstimmen;ödp Zweitstimmen;ALFA Zweitstimmen;AfD Zweitstimmen;III. Weg Zweitstimmen;DIE EINHEIT Zweitstimmen;FRIEDENSKÄMPFER Zweitstimmen;Pestemer Zweitstimmen;Sonstige Zweitstimmen;;;;;;;;;SPD Zweitstimmen in %;CDU Zweitstimmen in %;GRÜNE Zweitstimmen in %;FDP Zweitstimmen in %;Linke Zweitstimmen in %;FREIE WÄHLER Zweitstimmen in %;PIRATEN Zweitstimmen in %;NPD Zweitstimmen in %;REP Zweitstimmen in %;ödp Zweitstimmen in %;ALFA Zweitstimmen in %;AfD Zweitstimmen in %;III. Weg Zweitstimmen in %;DIE EINHEIT Zweitstimmen in %;FRIEDENSKÄMPFER Zweitstimmen in %;Pestemer Zweitstimmen in %;Sonstige Zweitstimmen in %;;;;;;;;;Gewählter Direktkandidat;Partei des Direktkandidaten;Anzahl Stimmbezirke;Anzahl ausgezählter Stimmbezirke;Zeitpunkt der letzten Änderung
0001431000000;Wirges, VG;14213;10416;3797;0;9791;3670;68,9;2;321;9470;3,3;96,7;3041;4478;451;956;544;;;;;;;;;;;;;;;;;;;;;32,1;47,3;4,8;10,1;5,7;;;;;;;;;;;;;;;;;;;;;99;9692;1;99;2988;4005;372;688;276;197;62;38;9;15;38;991;2;11;;;;;;;;;;;;30,8;41,3;3,8;7,1;2,8;2;0,6;0,4;0,1;0,2;0,4;10,2;0;0,1;;;;;;;;;;;;;;18;18;14.03.2016 15:29:07
0002110000000;Trier, Kreisfreie Stadt;80721;62931;17782;8;52903;16959;65,5;2;718;52185;1,4;98,6;25094;13588;3195;2087;2359;650;;129;39;;419;4625;;;;;;;;;;;;;;48,1;26;6,1;4;4,5;1,2;;0,2;0,1;;0,8;8,9;;;;;;;;;;;;;;681;52222;1,3;98,7;20075;14074;5305;2926;2682;672;586;168;50;198;355;4977;12;142;;;;;;;;;;;;38,4;27;10,2;5,6;5,1;1,3;1,1;0,3;0,1;0,4;0,7;9,5;0;0,3;;;;;;;;;;;;;;80;80;16.03.2016 10:21:47
0002310000000;Bernkastel-Wittlich, Landkreis;86902;68984;17912;6;61733;17159;71;2;1448;60285;2,3;97,7;18377;23448;3018;5170;1857;3777;;;;723;;3588;;;;327;;;;;;;;;;30,5;38,9;5;8,6;3,1;6,3;;;;1,2;;6;;;;0,5;;;;;;;;;;939;60794;1,5;98,5;20210;23010;2532;4403;1601;1522;340;222;77;383;266;6131;28;69;;;;;;;;;;;;33,2;37,8;4,2;7,2;2,6;2,5;0,6;0,4;0,1;0,6;0,4;10,1;0;0,1;;;;;;;;;;;;;;175;175;14.03.2016 15:28:05
0002310100000;Bernkastel-Kues, VG;22126;16873;5250;3;16229;5083;73,3;2;476;15753;2,9;97,1;4583;6912;867;1571;558;853;;;;323;;;;;;86;;;;;;;;;;29,1;43,9;5,5;10;3,5;5,4;;;;2,1;;;;;;0,5;;;;;;;;;;257;15972;1,6;98,4;5334;6110;667;1322;406;307;107;46;16;123;80;1436;3;15;;;;;;;;;;;;33,4;38,3;4,2;8,3;2,5;1,9;0,7;0,3;0,1;0,8;0,5;9;0;0,1;;;;;;;;;;;;;;38;38;14.03.2016 15:28:05
0002310600000;Thalfang am Erbeskopf, VG;5872;5012;860;0;4441;828;75,6;2;157;4284;3,5;96,5;1917;1255;121;293;155;290;;;;31;;;;;;222;;;;;;;;;;44,7;29,3;2,8;6,8;3,6;6,8;;;;0,7;;;;;;5,2;;;;;;;;;;97;4344;2,2;97,8;1750;1341;137;270;143;102;23;13;8;18;24;509;4;2;;;;;;;;;;;;40,3;30,9;3,2;6,2;3,3;2,3;0,5;0,3;0,2;0,4;0,6;11,7;0,1;0;;;;;;;;;;;;;;24;24;14.03.2016 14:25:29
0002310800000;Wittlich-Land, VG;23303;18632;4670;1;17081;4447;73,3;2;318;16763;1,9;98,1;4551;6854;845;1325;373;1008;;;;138;;1669;;;;;;;;;;;;;;27,1;40,9;5;7,9;2,2;6;;;;0,8;;10;;;;;;;;;;;;;;204;16877;1,2;98,8;5208;7083;664;1008;355;440;80;62;34;113;67;1747;4;12;;;;;;;;;;;;30,9;42;3,9;6;2,1;2,6;0,5;0,4;0,2;0,7;0,4;10,4;0;0,1;;;;;;;;;;;;;;50;50;14.03.2016 14:57:13
0002310900000;Traben-Trarbach, VG;13741;10850;2891;0;9682;2773;70,5;2;199;9483;2,1;97,9;3221;3455;415;800;226;278;;;;129;;959;;;;;;;;;;;;;;34;36,4;4,4;8,4;2,4;2,9;;;;1,4;;10,1;;;;;;;;;;;;;;175;9507;1,8;98,2;3310;3416;380;808;230;171;55;58;5;61;42;957;6;8;;;;;;;;;;;;34,8;35,9;4;8,5;2,4;1,8;0,6;0,6;0,1;0,6;0,4;10,1;0,1;0,1;;;;;;;;;;;;;;31;31;14.03.2016 13:36:46
0002320000000;Eifelkreis Bitburg-Prüm;72631;57547;15084;0;50947;14439;70,1;2;1250;49697;2,5;97,5;18846;17212;3434;3123;1254;2083;;;;;;3745;;;;;;;;;;;;;;37,9;34,6;6,9;6,3;2,5;4,2;;;;;;7,5;;;;;;;;;;;;;;808;50139;1,6;98,4;18098;18448;2568;3126;1075;1379;297;160;42;133;216;4523;17;57;;;;;;;;;;;;36,1;36,8;5,1;6,2;2,1;2,8;0,6;0,3;0,1;0,3;0,4;9;0;0,1;;;;;;;;;;;;;;262;262;16.03.2016 15:21:41
0002320100000;Arzfeld, VG;7146;5948;1198;0;5158;1154;72,2;2;129;5029;2,5;97,5;1875;1870;369;331;122;215;;;;;;247;;;;;;;;;;;;;;37,3;37,2;7,3;6,6;2,4;4,3;;;;;;4,9;;;;;;;;;;;;;;87;5071;1,7;98,3;1761;2023;302;335;121;144;23;12;8;11;13;313;2;3;;;;;;;;;;;;34,7;39,9;6;6,6;2,4;2,8;0,5;0,2;0,2;0,2;0,3;6,2;0;0,1;;;;;;;;;;;;;;43;43;14.03.2016 12:04:01
0002320500000;Südeifel, VG;13105;10473;2632;0;9563;2506;73;2;253;9310;2,6;97,4;3422;3485;704;522;221;367;;;;;;589;;;;;;;;;;;;;;36,8;37,4;7,6;5,6;2,4;3,9;;;;;;6,3;;;;;;;;;;;;;;177;9386;1,9;98,1;3552;3413;527;596;181;233;65;25;5;21;37;720;6;5;;;;;;;;;;;;37,8;36,4;5,6;6,3;1,9;2,5;0,7;0,3;0,1;0,2;0,4;7,7;0,1;0,1;;;;;;;;;;;;;;66;66;14.03.2016 11:42:55
0002320600000;Prüm, VG;16393;12808;3585;0;11545;3447;70,4;2;327;11218;2,8;97,2;3612;4277;745;1038;238;503;;;;;;805;;;;;;;;;;;;;;32,2;38,1;6,6;9,3;2,1;4,5;;;;;;7,2;;;;;;;;;;;;;;186;11359;1,6;98,4;3705;4685;524;763;205;304;58;30;10;47;49;970;2;7;;;;;;;;;;;;32,6;41,2;4,6;6,7;1,8;2,7;0,5;0,3;0,1;0,4;0,4;8,5;0;0,1;;;;;;;;;;;;;;55;55;16.03.2016 14:33:38
0002320700000;Speicher, VG;6269;4647;1622;0;4381;1570;69,9;2;109;4272;2,5;97,5;1676;1437;206;221;127;177;;;;;;428;;;;;;;;;;;;;;39,2;33,6;4,8;5,2;3;4,1;;;;;;10;;;;;;;;;;;;;;58;4323;1,3;98,7;1582;1573;151;210;98;105;30;17;1;10;22;516;2;6;;;;;;;;;;;;36,6;36,4;3,5;4,9;2,3;2,4;0,7;0,4;0;0,2;0,5;11,9;0;0,1;;;;;;;;;;;;;;12;12;16.03.2016 14:17:33
0002320800000;Bitburger Land, VG;19293;15483;3810;0;13895;3637;72;2;319;13576;2,3;97,7;5732;4276;940;627;328;575;;;;;;1098;;;;;;;;;;;;;;42,2;31,5;6,9;4,6;2,4;4,2;;;;;;8,1;;;;;;;;;;;;;;201;13694;1,4;98,6;5218;4697;704;763;286;418;82;58;14;34;56;1350;4;10;;;;;;;;;;;;38,1;34,3;5,1;5,6;2,1;3,1;0,6;0,4;0,1;0,2;0,4;9,9;0;0,1;;;;;;;;;;;;;;73;73;16.03.2016 15:21:41
0002330000000;Vulkaneifel, Landkreis;48220;39001;9216;3;33369;8821;69,2;2;668;32701;2;98;9887;14013;1603;2528;1331;;;;;372;;2967;;;;;;;;;;;;;;30,2;42,9;4,9;7,7;4,1;;;;;1,1;;9,1;;;;;;;;;;;;;;599;32770;1,8;98,2;10171;13778;1414;2206;899;448;182;103;40;221;106;3105;18;79;;;;;;;;;;;;31;42;4,3;6,7;2,7;1,4;0,6;0,3;0,1;0,7;0,3;9,5;0,1;0,2;;;;;;;;;;;;;;151;151;16.03.2016 14:21:51
0002330100000;Daun, VG;18421;15023;3398;0;13067;3268;70,9;2;280;12787;2,1;97,9;3985;5444;562;948;577;;;;;172;;1099;;;;;;;;;;;;;;31,2;42,6;4,4;7,4;4,5;;;;;1,3;;8,6;;;;;;;;;;;;;;279;12788;2,1;97,9;4106;5415;516;853;349;134;79;48;14;96;41;1122;5;10;;;;;;;;;;;;32,1;42,3;4;6,7;2,7;1;0,6;0,4;0,1;0,8;0,3;8,8;0;0,1;;;;;;;;;;;;;;53;53;16.03.2016 14:21:51
0002330200000;Gerolstein, VG;10583;8463;2120;0;6752;2013;63,8;2;130;6622;1,9;98,1;1947;2832;403;416;290;;;;;52;;682;;;;;;;;;;;;;;29,4;42,8;6,1;6,3;4,4;;;;;0,8;;10,3;;;;;;;;;;;;;;103;6649;1,5;98,5;2064;2656;344;394;207;81;35;13;10;37;15;733;6;54;;;;;;;;;;;;31;39,9;5,2;5,9;3,1;1,2;0,5;0,2;0,2;0,6;0,2;11;0,1;0,8;;;;;;;;;;;;;;25;25;14.03.2016 13:28:12
0002330300000;Hillesheim, VG;6943;5508;1433;2;4813;1371;69,3;2;70;4743;1,5;98,5;1438;2010;282;393;175;;;;;52;;393;;;;;;;;;;;;;;30,3;42,4;5,9;8,3;3,7;;;;;1,1;;8,3;;;;;;;;;;;;;;70;4743;1,5;98,5;1432;1990;238;337;122;124;21;9;3;28;20;407;2;10;;;;;;;;;;;;30,2;42;5;7,1;2,6;2,6;0,4;0,2;0,1;0,6;0,4;8,6;0;0,2;;;;;;;;;;;;;;20;20;14.03.2016 12:53:35
0002330400000;Kelberg, VG;5782;4890;892;0;4296;861;74,3;2;95;4201;2,2;97,8;1052;2123;142;353;157;;;;;49;;325;;;;;;;;;;;;;;25;50,5;3,4;8,4;3,7;;;;;1,2;;7,7;;;;;;;;;;;;;;68;4228;1,6;98,4;1086;2084;130;324;113;41;18;13;7;28;17;361;3;3;;;;;;;;;;;;25,7;49,3;3,1;7,7;2,7;1;0,4;0,3;0,2;0,7;0,4;8,5;0,1;0,1;;;;;;;;;;;;;;37;37;15.03.2016 09:16:49
0002330500000;Obere Kyll, VG;6491;5117;1373;1;4441;1308;68,4;2;93;4348;2,1;97,9;1465;1604;214;418;132;;;;;47;;468;;;;;;;;;;;;;;33,7;36,9;4,9;9,6;3;;;;;1,1;;10,8;;;;;;;;;;;;;;79;4362;1,8;98,2;1483;1633;186;298;108;68;29;20;6;32;13;482;2;2;;;;;;;;;;;;34;37,4;4,3;6,8;2,5;1,6;0,7;0,5;0,1;0,7;0,3;11;0;0;;;;;;;;;;;;;;16;16;15.03.2016 08:57:21
0002350000000;Trier-Saarburg, Landkreis;111914;86828;25085;1;82424;23858;73,6;2;1897;80527;2,3;97,7;28275;30065;5258;4772;2527;2218;;;146;;600;6666;;;;;;;;;;;;;;35,1;37,3;6,5;5,9;3,1;2,8;;;0,2;;0,7;8,3;;;;;;;;;;;;;;1285;81139;1,6;98,4;32283;27550;3684;4095;2125;1914;494;249;173;181;670;7558;34;129;;;;;;;;;;;;39,8;34;4,5;5;2,6;2,4;0,6;0,3;0,2;0,2;0,8;9,3;0;0,2;;;;;;;;;;;;;;178;178;17.03.2016 11:58:44
0002350100000;Hermeskeil, VG;11523;9447;2076;0;8177;1983;71;2;279;7898;3,4;96,6;2870;2718;485;372;272;283;;;;;;898;;;;;;;;;;;;;;36,3;34,4;6,1;4,7;3,4;3,6;;;;;;11,4;;;;;;;;;;;;;;195;7982;2,4;97,6;3151;2599;312;352;237;153;52;30;14;15;41;1012;4;10;;;;;;;;;;;;39,5;32,6;3,9;4,4;3;1,9;0,7;0,4;0,2;0,2;0,5;12,7;0,1;0,1;;;;;;;;;;;;;;22;22;15.03.2016 14:22:02
0002350200000;Kell am See, VG;7611;6086;1524;1;5850;1471;76,9;2;139;5711;2,4;97,6;2280;2044;349;194;165;211;;;;;;468;;;;;;;;;;;;;;39,9;35,8;6,1;3,4;2,9;3,7;;;;;;8,2;;;;;;;;;;;;;;91;5759;1,6;98,4;2531;1909;221;211;140;114;35;24;10;11;33;513;2;5;;;;;;;;;;;;43,9;33,1;3,8;3,7;2,4;2;0,6;0,4;0,2;0,2;0,6;8,9;0;0,1;;;;;;;;;;;;;;13;13;14.03.2016 10:26:31
0002350300000;Konz, VG;23319;18237;5082;0;16483;4794;70,7;2;396;16087;2,4;97,6;5680;5350;1126;1017;489;1205;;;;;;1220;;;;;;;;;;;;;;35,3;33,3;7;6,3;3;7,5;;;;;;7,6;;;;;;;;;;;;;;279;16204;1,7;98,3;6442;5211;822;867;450;514;115;37;25;38;110;1525;9;39;;;;;;;;;;;;39,8;32,2;5,1;5,4;2,8;3,2;0,7;0,2;0,2;0,2;0,7;9,4;0,1;0,2;;;;;;;;;;;;;;28;28;17.03.2016 10:04:47
0002350400000;Ruwer, VG;14470;11175;3295;0;11078;3158;76,6;2;235;10843;2,1;97,9;3785;3896;736;895;380;;;;50;;218;883;;;;;;;;;;;;;;34,9;35,9;6,8;8,3;3,5;;;;0,5;;2;8,1;;;;;;;;;;;;;;158;10920;1,4;98,6;4507;3537;551;563;315;200;56;39;41;22;131;940;1;17;;;;;;;;;;;;41,3;32,4;5;5,2;2,9;1,8;0,5;0,4;0,4;0,2;1,2;8,6;0;0,2;;;;;;;;;;;;;;20;20;17.03.2016 11:26:25
0002350500000;Saarburg, VG;16515;12277;4238;0;12002;4045;72,7;2;275;11727;2,3;97,7;4213;4206;851;669;443;519;;;;;;826;;;;;;;;;;;;;;35,9;35,9;7,3;5,7;3,8;4,4;;;;;;7;;;;;;;;;;;;;;173;11829;1,4;98,6;4632;4169;553;569;333;299;77;37;14;42;95;968;9;32;;;;;;;;;;;;39,2;35,2;4,7;4,8;2,8;2,5;0,7;0,3;0,1;0,4;0,8;8,2;0,1;0,3;;;;;;;;;;;;;;35;35;17.03.2016 11:06:41
0002350600000;Schweich an der Römischen Weinstraße, VG;21921;16792;5129;0;16601;4889;75,7;2;327;16274;2;98;4985;7526;818;1004;401;;;;62;;245;1233;;;;;;;;;;;;;;30,6;46,2;5;6,2;2,5;;;;0,4;;1,5;7,6;;;;;;;;;;;;;;243;16358;1,5;98,5;6032;6318;590;1006;328;288;89;40;50;44;153;1403;4;13;;;;;;;;;;;;36,9;38,6;3,6;6,1;2;1,8;0,5;0,2;0,3;0,3;0,9;8,6;0;0,1;;;;;;;;;;;;;;26;26;17.03.2016 11:58:44
0002350700000;Trier-Land, VG;16555;12814;3741;0;12233;3518;73,9;2;246;11987;2;98;4462;4325;893;621;377;;;;34;;137;1138;;;;;;;;;;;;;;37,2;36,1;7,4;5,2;3,1;;;;0,3;;1,1;9,5;;;;;;;;;;;;;;146;12087;1,2;98,8;4988;3807;635;527;322;346;70;42;19;9;107;1197;5;13;;;;;;;;;;;;41,3;31,5;5,3;4,4;2,7;2,9;0,6;0,3;0,2;0,1;0,9;9,9;0;0,1;;;;;;;;;;;;;;34;34;16.03.2016 11:48:33
0003110000000;Frankenthal (Pfalz), Kreisfreie Stadt;33854;26826;7028;0;22392;6779;66,1;2;411;21981;1,8;98,2;6426;8689;894;993;832;;;;;;409;3738;;;;;;;;;;;;;;29,2;39,5;4,1;4,5;3,8;;;;;;1,9;17;;;;;;;;;;;;;;355;22037;1,6;98,4;6987;6851;946;1248;712;352;170;165;119;32;320;4081;22;32;;;;;;;;;;;;31,7;31,1;4,3;5,7;3,2;1,6;0,8;0,7;0,5;0,1;1,5;18,5;0,1;0,1;;;;;;;;;;;;;;52;52;15.03.2016 14:04:03
0003120000000;Kaiserslautern, Kreisfreie Stadt;72695;60498;12197;0;44772;11765;61,6;2;1635;43137;3,7;96,3;17282;11093;3051;2803;3043;3965;;;;;;1900;;;;;;;;;;;;;;40,1;25,7;7,1;6,5;7,1;9,2;;;;;;4,4;;;;;;;;;;;;;;659;44113;1,5;98,5;16750;10149;2814;2753;2109;1062;650;289;109;168;314;6601;123;222;;;;;;;;;;;;38;23;6,4;6,2;4,8;2,4;1,5;0,7;0,2;0,4;0,7;15;0,3;0,5;;;;;;;;;;;;;;87;87;16.03.2016 10:33:51
0003130000000;Landau in der Pfalz, Kreisfreie Stadt;35327;27457;7870;0;24188;7462;68,5;2;427;23761;1,8;98,2;8910;7147;2487;1333;786;;411;;;;;2687;;;;;;;;;;;;;;37,5;30,1;10,5;5,6;3,3;;1,7;;;;;11,3;;;;;;;;;;;;;;300;23888;1,2;98,8;9134;6014;2316;1768;786;364;328;89;35;109;215;2686;24;20;;;;;;;;;;;;38,2;25,2;9,7;7,4;3,3;1,5;1,4;0,4;0,1;0,5;0,9;11,2;0,1;0,1;;;;;;;;;;;;;;32;32;17.03.2016 14:52:10
0003140000000;Ludwigshafen am Rhein, Kreisfreie Stadt;103001;82897;20104;0;65219;19181;63,3;2;3052;62167;4,7;95,3;24689;16644;4220;5667;4004;4812;2131;;;;;;;;;;;;;;;;;;;39,7;26,8;6,8;9,1;6,4;7,7;3,4;;;;;;;;;;;;;;;;;;;1082;64137;1,7;98,3;23202;14419;3533;3769;2181;1485;653;523;378;201;877;12738;99;79;;;;;;;;;;;;36,2;22,5;5,5;5,9;3,4;2,3;1;0,8;0,6;0,3;1,4;19,9;0,2;0,1;;;;;;;;;;;;;;132;132;16.03.2016 11:22:23
0003150000000;Mainz, Kreisfreie Stadt;145368;108783;36585;0;106777;34906;73,5;2;1383;105394;1,3;98,7;41714;29283;11340;6039;4208;1763;664;;;2251;;8132;;;;;;;;;;;;;;39,6;27,8;10,8;5,7;4;1,7;0,6;;;2,1;;7,7;;;;;;;;;;;;;;1071;105706;1;99;41902;29135;10810;6692;4290;1066;999;150;187;1296;453;8650;38;38;;;;;;;;;;;;39,6;27,6;10,2;6,3;4,1;1;0,9;0,1;0,2;1,2;0,4;8,2;0;0;;;;;;;;;;;;;;176;176;17.03.2016 13:52:10
0003160000000;Neustadt an der Weinstraße, Kreisfreie Stadt;41003;30640;10362;1;29686;9930;72,4;2;904;28782;3;97;7993;9790;2334;1994;1138;5533;;;;;;;;;;;;;;;;;;;;27,8;34;8,1;6,9;4;19,2;;;;;;;;;;;;;;;;;;;;367;29319;1,2;98,8;10195;8274;1842;1987;675;1521;223;119;59;95;229;4023;22;55;;;;;;;;;;;;34,8;28,2;6,3;6,8;2,3;5,2;0,8;0,4;0,2;0,3;0,8;13,7;0,1;0,2;;;;;;;;;;;;;;53;53;15.03.2016 10:10:34
0003170000000;Pirmasens, Kreisfreie Stadt;31693;25861;5832;0;18903;5584;59,6;2;877;18026;4,6;95,4;6091;6428;686;1747;1736;;;1338;;;;;;;;;;;;;;;;;;33,8;35,7;3,8;9,7;9,6;;;7,4;;;;;;;;;;;;;;;;;;445;18458;2,4;97,6;6025;5890;483;1098;784;276;205;254;137;50;158;2990;20;88;;;;;;;;;;;;32,6;31,9;2,6;5,9;4,2;1,5;1,1;1,4;0,7;0,3;0,9;16,2;0,1;0,5;;;;;;;;;;;;;;51;51;14.03.2016 15:00:00
0003180000000;Speyer, Kreisfreie Stadt;36397;28747;7650;0;25050;7328;68,8;2;450;24600;1,8;98,2;7789;6656;2736;1266;1140;1290;;;242;;;3481;;;;;;;;;;;;;;31,7;27,1;11,1;5,1;4,6;5,2;;;1;;;14,2;;;;;;;;;;;;;;368;24682;1,5;98,5;8718;6198;2027;1501;939;675;206;99;206;103;159;3780;31;40;;;;;;;;;;;;35,3;25,1;8,2;6,1;3,8;2,7;0,8;0,4;0,8;0,4;0,6;15,3;0,1;0,2;;;;;;;;;;;;;;51;51;15.03.2016 19:21:38
0003190000000;Worms, Kreisfreie Stadt;58897;48383;10512;2;38173;9909;64,8;2;906;37267;2,4;97,6;14399;10141;2858;2280;1391;;;;;;;6198;;;;;;;;;;;;;;38,6;27,2;7,7;6,1;3,7;;;;;;;16,6;;;;;;;;;;;;;;791;37382;2,1;97,9;13783;9765;2156;2164;1121;516;342;327;100;104;236;6604;88;76;;;;;;;;;;;;36,9;26,1;5,8;5,8;3;1,4;0,9;0,9;0,3;0,3;0,6;17,7;0,2;0,2;;;;;;;;;;;;;;76;76;22.03.2016 08:57:52
0003200000000;Zweibrücken, Kreisfreie Stadt;26541;22486;4055;0;16385;3853;61,7;2;631;15754;3,9;96,1;4770;6085;923;1040;1562;1374;;;;;;;;;;;;;;;;;;;;30,3;38,6;5,9;6,6;9,9;8,7;;;;;;;;;;;;;;;;;;;;320;16065;2;98;5470;4333;777;1008;818;368;208;183;31;64;171;2565;7;62;;;;;;;;;;;;34;27;4,8;6,3;5,1;2,3;1,3;1,1;0,2;0,4;1,1;16;0;0,4;;;;;;;;;;;;;;34;34;16.03.2016 11:23:17
0003310000000;Alzey-Worms, Landkreis;97013;72977;24032;4;71611;22996;73,8;2;2206;69405;3,1;96,9;29317;21623;4093;5200;2767;;;;;560;;5845;;;;;;;;;;;;;;42,2;31,2;5,9;7,5;4;;;;;0,8;;8,4;;;;;;;;;;;;;;1049;70562;1,5;98,5;27061;20371;3382;4158;1708;1355;472;460;173;435;416;10422;64;85;;;;;;;;;;;;38,4;28,9;4,8;5,9;2,4;1,9;0,7;0,7;0,2;0,6;0,6;14,8;0,1;0,1;;;;;;;;;;;;;;131;131;16.03.2016 11:51:51
0003310100000;Alzey-Land, VG;19152;14127;5025;0;14808;4815;77,3;2;294;14514;2;98;6082;4356;574;839;350;;;;;198;;2115;;;;;;;;;;;;;;41,9;30;4;5,8;2,4;;;;;1,4;;14,6;;;;;;;;;;;;;;234;14574;1,6;98,4;5492;4274;579;826;331;371;85;120;40;115;74;2241;11;15;;;;;;;;;;;;37,7;29,3;4;5,7;2,3;2,5;0,6;0,8;0,3;0,8;0,5;15,4;0,1;0,1;;;;;;;;;;;;;;31;31;15.03.2016 11:00:40
0003310200000;Eich, VG;10008;7544;2464;0;7030;2340;70,2;2;358;6672;5,1;94,9;3029;1956;421;848;418;;;;;;;;;;;;;;;;;;;;;45,4;29,3;6,3;12,7;6,3;;;;;;;;;;;;;;;;;;;;;97;6933;1,4;98,6;2809;1795;269;372;138;83;46;54;32;23;58;1238;9;7;;;;;;;;;;;;40,5;25,9;3,9;5,4;2;1,2;0,7;0,8;0,5;0,3;0,8;17,9;0,1;0,1;;;;;;;;;;;;;;12;12;15.03.2016 10:03:05
0003310300000;Monsheim, VG;8165;6151;2014;0;6195;1940;75,9;2;301;5894;4,9;95,1;2915;1672;394;566;347;;;;;;;;;;;;;;;;;;;;;49,5;28,4;6,7;9,6;5,9;;;;;;;;;;;;;;;;;;;;;74;6121;1,2;98,8;2502;1613;307;334;115;163;37;45;22;22;24;925;6;6;;;;;;;;;;;;40,9;26,4;5;5,5;1,9;2,7;0,6;0,7;0,4;0,4;0,4;15,1;0,1;0,1;;;;;;;;;;;;;;10;10;14.03.2016 12:22:36
0003310500000;Wöllstein, VG;9050;6671;2376;3;6844;2293;75,6;2;136;6708;2;98;2719;2180;364;368;161;;;;;56;;860;;;;;;;;;;;;;;40,5;32,5;5,4;5,5;2,4;;;;;0,8;;12,8;;;;;;;;;;;;;;98;6746;1,4;98,6;2571;2082;313;417;152;112;52;40;22;24;34;916;10;1;;;;;;;;;;;;38,1;30,9;4,6;6,2;2,3;1,7;0,8;0,6;0,3;0,4;0,5;13,6;0,1;0;;;;;;;;;;;;;;13;13;13.03.2016 20:13:24
0003310600000;Wörrstadt, VG;21472;16393;5079;0;16623;4879;77,4;2;281;16342;1,7;98,3;6524;5345;1300;912;402;;;;;200;;1659;;;;;;;;;;;;;;39,9;32,7;8;5,6;2,5;;;;;1,2;;10,2;;;;;;;;;;;;;;210;16413;1,3;98,7;6476;4965;1026;996;371;254;119;55;28;118;119;1868;9;9;;;;;;;;;;;;39,5;30,3;6,3;6,1;2,3;1,5;0,7;0,3;0,2;0,7;0,7;11,4;0,1;0,1;;;;;;;;;;;;;;30;30;15.03.2016 12:13:42
0003310700000;Wonnegau, VG;15945;12082;3863;0;11319;3697;71;2;679;10640;6;94;4317;3748;634;1229;712;;;;;;;;;;;;;;;;;;;;;40,6;35,2;6;11,6;6,7;;;;;;;;;;;;;;;;;;;;;211;11108;1,9;98,1;3940;3244;441;685;254;226;73;99;22;66;77;1956;7;18;;;;;;;;;;;;35,5;29,2;4;6,2;2,3;2;0,7;0,9;0,2;0,6;0,7;17,6;0,1;0,2;;;;;;;;;;;;;;20;20;16.03.2016 11:51:51
0003320000000;Bad Dürkheim, Landkreis;104304;75293;29011;0;77669;27813;74,5;2;1733;75936;2,2;97,8;27002;24069;4657;5211;2218;6967;;;;;;5812;;;;;;;;;;;;;;35,6;31,7;6,1;6,9;2,9;9,2;;;;;;7,7;;;;;;;;;;;;;;974;76695;1,3;98,7;28715;21765;3820;5223;1499;2716;544;429;214;208;519;10863;129;51;;;;;;;;;;;;37,4;28,4;5;6,8;2;3,5;0,7;0,6;0,3;0,3;0,7;14,2;0,2;0,1;;;;;;;;;;;;;;119;119;14.03.2016 10:08:02
0003320100000;Deidesheim, VG;9406;6106;3300;0;7417;3136;78,9;2;158;7259;2,1;97,9;1736;2825;774;494;109;555;;;;;;766;;;;;;;;;;;;;;23,9;38,9;10,7;6,8;1,5;7,6;;;;;;10,6;;;;;;;;;;;;;;113;7304;1,5;98,5;2226;2724;405;540;82;268;50;33;10;16;44;901;5;0;;;;;;;;;;;;30,5;37,3;5,5;7,4;1,1;3,7;0,7;0,5;0,1;0,2;0,6;12,3;0,1;0;;;;;;;;;;;;;;10;10;14.03.2016 10:08:02
