Gebietsschlüssel;Gebietsbezeichnung;Wahlberechtigte;Wahlberechtigte ohne Sperrvermerk;Wahlberechtigte mit Sperrvermerk;Wahlberechtigte nach §19;Wähler;Wähler mit Wahlschein;Wahlbeteiligung;Berechnungsmethode Wahlbeteiligung;ungültige Erststimmen;gültige Erststimmen;ungültige Erststimmen in %;gültige Erstsstimmen in %;SPD Erststimmen;CDU Erststimmen;GRÜNE Erststimmen;FDP Erststimmen;Linke Erststimmen;FREIE WÄHLER Erststimmen;PIRATEN Erststimmen;NPD Erststimmen;REP Erststimmen;ödp Erststimmen;ALFA Erststimmen;AfD Erststimmen;III. Weg Erststimmen;DIE EINHEIT Erststimmen;FRIEDENSKÄMPFER Erststimmen;Pestemer Erststimmen;Sonstige Erststimmen;;;;;;;;;SPD Erststimmen in %;CDU Erststimmen in %;GRÜNE Erststimmen in %;FDP Erststimmen in %;Linke Erststimmen in %;FREIE WÄHLER Erststimmen in %;PIRATEN Erststimmen in %;NPD Erststimmen in %;REP Erststimmen in %;ödp Erststimmen in %;ALFA Erststimmen in %;AfD Erststimmen in %;III. Weg Erststimmen in %;DIE EINHEIT Erststimmen in %;FRIEDENSKÄMPFER Erststimmen in %;Pestemer Erststimmen in %;Sonstige Erststimmen in %;;;;;;;;;ungültige Zweitstimmen;gültige Zweitstimmen;ungültige Zweitstimmen in %;gültige Zweitstimmen in %;SPD Zweitstimmen;CDU Zweitstimmen;GRÜNE Zweitstimmen;FDP Zweitstimmen;Linke Zweitstimmen;FREIE WÄHLER Zweitstimmen;PIRATEN Zweitstimmen;NPD Zweitstimmen;REP Zweitstimmen;ödp Zweitstimmen;ALFA Zweitstimmen;AfD Zweitstimmen;III. Weg Zweitstimmen;DIE EINHEIT Zweitstimmen;FRIEDENSKÄMPFER Zweitstimmen;Pestemer Zweitstimmen;Sonstige Zweitstimmen;;;;;;;;;SPD Zweitstimmen in %;CDU Zweitstimmen in %;GRÜNE Zweitstimmen in %;FDP Zweitstimmen in %;Linke Zweitstimmen in %;FREIE WÄHLER Zweitstimmen in %;PIRATEN Zweitstimmen in %;NPD Zweitstimmen in %;REP Zweitstimmen in %;ödp Zweitstimmen in %;ALFA Zweitstimmen in %;AfD Zweitstimmen in %;III. Weg Zweitstimmen in %;DIE EINHEIT Zweitstimmen in %;FRIEDENSKÄMPFER Zweitstimmen in %;Pestemer Zweitstimmen in %;Sonstige Zweitstimmen in %;;;;;;;;;Gewählter Direktkandidat;Partei des Direktkandidaten;Anzahl Stimmbezirke;Anzahl ausgezählter Stimmbezirke;Zeitpunkt der letzten Änderung
3383380000000;Rhein-Pfalz-Kreis, Teilkreis;30688;21896;8792;0;22924;8362;74,7;2;337;22587;1,5;98,5;5753;7721;2180;1389;566;1323;;;211;;;3444;;;;;;;;;;;;;;25,5;34,2;9,7;6,1;2,5;5,9;;;0,9;;;15,2;;;;;;;;;;;;;;261;22663;1,1;98,9;6839;7343;1406;1422;500;824;154;97;148;74;220;3564;51;21;;;;;;;;;;;;30,2;32,4;6,2;6,3;2,2;3,6;0,7;0,4;0,7;0,3;1;15,7;0,2;0,1;;;;;;;;;;;;;;30;30;14.03.2016 08:54:03
3383380002500;Schifferstadt, Verbandsfreie Gemeinde;14514;10238;4276;0;10606;4064;73,1;2;157;10449;1,5;98,5;2508;3583;940;573;233;771;;;98;;;1743;;;;;;;;;;;;;;24;34,3;9;5,5;2,2;7,4;;;0,9;;;16,7;;;;;;;;;;;;;;120;10486;1,1;98,9;3034;3371;589;604;226;529;76;50;60;37;124;1737;42;7;;;;;;;;;;;;28,9;32,1;5,6;5,8;2,2;5;0,7;0,5;0,6;0,4;1,2;16,6;0,4;0,1;;;;;;;;;;;;;;13;13;13.03.2016 20:19:23
3383380700000;Römerberg-Dudenhofen, VG;16174;11658;4516;0;12318;4298;76,2;2;180;12138;1,5;98,5;3245;4138;1240;816;333;552;;;113;;;1701;;;;;;;;;;;;;;26,7;34,1;10,2;6,7;2,7;4,5;;;0,9;;;14;;;;;;;;;;;;;;141;12177;1,1;98,9;3805;3972;817;818;274;295;78;47;88;37;96;1827;9;14;;;;;;;;;;;;31,2;32,6;6,7;6,7;2,3;2,4;0,6;0,4;0,7;0,3;0,8;15;0,1;0,1;;;;;;;;;;;;;;17;17;14.03.2016 08:54:03
3383380700700;Dudenhofen;4644;3246;1398;0;3626;1347;78,1;2;53;3573;1,5;98,5;917;1283;362;329;90;150;;;18;;;424;;;;;;;;;;;;;;25,7;35,9;10,1;9,2;2,5;4,2;;;0,5;;;11,9;;;;;;;;;;;;;;42;3584;1,2;98,8;1120;1231;262;264;76;87;23;7;13;13;19;465;1;3;;;;;;;;;;;;31,3;34,3;7,3;7,4;2,1;2,4;0,6;0,2;0,4;0,4;0,5;13;0;0,1;;;;;;;;;;;;;;5;5;13.03.2016 20:06:16
3383380701000;Hanhofen;1889;1382;507;0;1320;468;69,9;2;17;1303;1,3;98,7;420;348;89;92;41;54;;;17;;;242;;;;;;;;;;;;;;32,2;26,7;6,8;7,1;3,1;4,1;;;1,3;;;18,6;;;;;;;;;;;;;;6;1314;0,5;99,5;425;341;59;97;40;32;8;9;12;2;12;270;2;5;;;;;;;;;;;;32,3;26;4,5;7,4;3;2,4;0,6;0,7;0,9;0,2;0,9;20,5;0,2;0,4;;;;;;;;;;;;;;3;3;13.03.2016 20:15:36
3383380701100;Harthausen;2353;1595;758;0;1824;718;77,5;2;31;1793;1,7;98,3;426;663;133;139;37;89;;;16;;;290;;;;;;;;;;;;;;23,8;37;7,4;7,8;2,1;5;;;0,9;;;16,2;;;;;;;;;;;;;;23;1801;1,3;98,7;489;658;92;127;23;45;14;9;12;6;11;312;2;1;;;;;;;;;;;;27,2;36,5;5,1;7,1;1,3;2,5;0,8;0,5;0,7;0,3;0,6;17,3;0,1;0,1;;;;;;;;;;;;;;3;3;13.03.2016 21:56:41
3383380702300;Römerberg;7288;5435;1853;0;5548;1765;76,1;2;79;5469;1,4;98,6;1482;1844;656;256;165;259;;;62;;;745;;;;;;;;;;;;;;27,1;33,7;12;4,7;3;4,7;;;1,1;;;13,6;;;;;;;;;;;;;;70;5478;1,3;98,7;1771;1742;404;330;135;131;33;22;51;16;54;780;4;5;;;;;;;;;;;;32,3;31,8;7,4;6;2,5;2,4;0,6;0,4;0,9;0,3;1;14,2;0,1;0,1;;;;;;;;;;;;;;6;6;14.03.2016 08:54:03
4000000000000;Bezirk 4;768981;589888;179087;6;545122;171382;70,9;2;15533;529589;2,8;97,2;187745;171476;31291;36409;23338;35734;842;2473;;;;40281;;;;;;;;;;;;;;35,5;32,4;5,9;6,9;4,4;6,7;0,2;0,5;;;;7,6;;;;;;;;;;;;;;8794;536328;1,6;98,4;196074;152058;26523;32940;15253;15897;4882;3835;1735;1736;3794;79775;754;1072;;;;;;;;;;;;36,6;28,4;4,9;6,1;2,8;3;0,9;0,7;0,3;0,3;0,7;14,9;0,1;0,2;;;;;;;;;;;;;;1074;1074;17.03.2016 14:52:10
4390000000000;Donnersberg, Wahlkreis;66569;50858;15711;0;46993;15068;70,6;2;1742;45251;3,7;96,3;16902;14237;3229;3094;2473;5316;;;;;;;;;;;;;;;;;;;;37,4;31,5;7,1;6,8;5,5;11,7;;;;;;;;;;;;;;;;;;;;749;46244;1,6;98,4;17925;12104;2156;2563;1318;1507;404;397;126;136;248;7202;65;93;;;;;;;;;;;;38,8;26,2;4,7;5,5;2,9;3,3;0,9;0,9;0,3;0,3;0,5;15,6;0,1;0,2;;;;;;;;;;;;Rauschkolb, Jaqueline;SPD;126;126;17.03.2016 15:19:17
4393320000000;Bad Dürkheim, Teilkreis;8344;6190;2154;0;6042;2061;72,4;2;266;5776;4,4;95,6;2141;2009;330;379;269;648;;;;;;;;;;;;;;;;;;;;37,1;34,8;5,7;6,6;4,7;11,2;;;;;;;;;;;;;;;;;;;;99;5943;1,6;98,4;2152;1790;282;286;129;175;48;49;13;19;32;958;5;5;;;;;;;;;;;;36,2;30,1;4,7;4,8;2,2;2,9;0,8;0,8;0,2;0,3;0,5;16,1;0,1;0,1;;;;;;;;;;;;;;7;7;13.03.2016 20:38:33
4393320400000;Hettenleidelheim, VG;8344;6190;2154;0;6042;2061;72,4;2;266;5776;4,4;95,6;2141;2009;330;379;269;648;;;;;;;;;;;;;;;;;;;;37,1;34,8;5,7;6,6;4,7;11,2;;;;;;;;;;;;;;;;;;;;99;5943;1,6;98,4;2152;1790;282;286;129;175;48;49;13;19;32;958;5;5;;;;;;;;;;;;36,2;30,1;4,7;4,8;2,2;2,9;0,8;0,8;0,2;0,3;0,5;16,1;0,1;0,1;;;;;;;;;;;;;;7;7;13.03.2016 20:38:33
4393320400100;Altleiningen;1376;1006;370;0;1045;363;75,9;2;47;998;4,5;95,5;374;339;54;64;39;128;;;;;;;;;;;;;;;;;;;;37,5;34;5,4;6,4;3,9;12,8;;;;;;;;;;;;;;;;;;;;17;1028;1,6;98,4;369;310;46;46;19;28;5;7;1;4;7;185;0;1;;;;;;;;;;;;35,9;30,2;4,5;4,5;1,8;2,7;0,5;0,7;0,1;0,4;0,7;18;0;0,1;;;;;;;;;;;;;;2;2;13.03.2016 19:26:02
4393320400700;Carlsberg;2728;2105;623;0;1884;578;69,1;2;83;1801;4,4;95,6;638;584;112;127;94;246;;;;;;;;;;;;;;;;;;;;35,4;32,4;6,2;7,1;5,2;13,7;;;;;;;;;;;;;;;;;;;;28;1856;1,5;98,5;647;497;90;84;45;59;16;23;3;7;16;367;0;2;;;;;;;;;;;;34,9;26,8;4,8;4,5;2,4;3,2;0,9;1,2;0,2;0,4;0,9;19,8;0;0,1;;;;;;;;;;;;;;2;2;13.03.2016 20:38:33
4393320402700;Hettenleidelheim;2311;1674;637;0;1647;614;71,3;2;82;1565;5;95;559;606;95;91;87;127;;;;;;;;;;;;;;;;;;;;35,7;38,7;6,1;5,8;5,6;8,1;;;;;;;;;;;;;;;;;;;;38;1609;2,3;97,7;567;547;91;66;33;43;17;8;4;2;4;226;0;1;;;;;;;;;;;;35,2;34;5,7;4,1;2,1;2,7;1,1;0,5;0,2;0,1;0,2;14;0;0,1;;;;;;;;;;;;;;1;1;13.03.2016 20:32:27
4393320404400;Tiefenthal;685;507;178;0;498;172;72,7;2;24;474;4,8;95,2;197;169;16;34;23;35;;;;;;;;;;;;;;;;;;;;41,6;35,7;3,4;7,2;4,9;7,4;;;;;;;;;;;;;;;;;;;;8;490;1,6;98,4;198;149;15;40;14;9;4;2;1;2;0;52;4;0;;;;;;;;;;;;40,4;30,4;3,1;8,2;2,9;1,8;0,8;0,4;0,2;0,4;0;10,6;0,8;0;;;;;;;;;;;;;;1;1;13.03.2016 19:39:41
4393320404700;Wattenheim;1244;898;346;0;968;334;77,8;2;30;938;3,1;96,9;373;311;53;63;26;112;;;;;;;;;;;;;;;;;;;;39,8;33,2;5,7;6,7;2,8;11,9;;;;;;;;;;;;;;;;;;;;8;960;0,8;99,2;371;287;40;50;18;36;6;9;4;4;5;128;1;1;;;;;;;;;;;;38,6;29,9;4,2;5,2;1,9;3,8;0,6;0,9;0,4;0,4;0,5;13,3;0,1;0,1;;;;;;;;;;;;;;1;1;13.03.2016 19:21:52
4393330000000;Donnersbergkreis, Landkreis;58225;44668;13557;0;40951;13007;70,3;2;1476;39475;3,6;96,4;14761;12228;2899;2715;2204;4668;;;;;;;;;;;;;;;;;;;;37,4;31;7,3;6,9;5,6;11,8;;;;;;;;;;;;;;;;;;;;650;40301;1,6;98,4;15773;10314;1874;2277;1189;1332;356;348;113;117;216;6244;60;88;;;;;;;;;;;;39,1;25,6;4,7;5,6;3;3,3;0,9;0,9;0,3;0,3;0,5;15,5;0,1;0,2;;;;;;;;;;;;;;119;119;15.03.2016 16:36:04
4393330100000;Alsenz-Obermoschel, VG;5340;4309;1031;0;3926;992;73,5;2;150;3776;3,8;96,2;1507;1219;248;250;187;365;;;;;;;;;;;;;;;;;;;;39,9;32,3;6,6;6,6;5;9,7;;;;;;;;;;;;;;;;;;;;58;3868;1,5;98,5;1605;1013;164;206;109;72;34;38;5;8;14;590;10;0;;;;;;;;;;;;41,5;26,2;4,2;5,3;2,8;1,9;0,9;1;0,1;0,2;0,4;15,3;0,3;0;;;;;;;;;;;;;;16;16;15.03.2016 16:36:04
4393330100300;Alsenz;1249;1005;244;0;841;231;67,3;2;26;815;3,1;96,9;300;260;53;71;48;83;;;;;;;;;;;;;;;;;;;;36,8;31,9;6,5;8,7;5,9;10,2;;;;;;;;;;;;;;;;;;;;8;833;1;99;320;237;36;46;34;21;3;10;1;2;4;119;0;0;;;;;;;;;;;;38,4;28,5;4,3;5,5;4,1;2,5;0,4;1,2;0,1;0,2;0,5;14,3;0;0;;;;;;;;;;;;;;1;1;13.03.2016 19:53:46
4393330102100;Finkenbach-Gersweiler;241;206;35;0;201;32;83,4;2;8;193;4;96;86;56;6;10;19;16;;;;;;;;;;;;;;;;;;;;44,6;29;3,1;5,2;9,8;8,3;;;;;;;;;;;;;;;;;;;;4;197;2;98;98;31;3;11;7;4;3;3;0;2;0;35;0;0;;;;;;;;;;;;49,7;15,7;1,5;5,6;3,6;2;1,5;1,5;0;1;0;17,8;0;0;;;;;;;;;;;;;;1;1;15.03.2016 16:36:04
4393330102300;Gaugrehweiler;426;343;83;0;287;75;67,4;2;8;279;2,8;97,2;108;86;25;20;17;23;;;;;;;;;;;;;;;;;;;;38,7;30,8;9;7,2;6,1;8,2;;;;;;;;;;;;;;;;;;;;6;281;2,1;97,9;121;63;10;25;9;1;6;3;0;1;2;40;0;0;;;;;;;;;;;;43,1;22,4;3,6;8,9;3,2;0,4;2,1;1,1;0;0,4;0,7;14,2;0;0;;;;;;;;;;;;;;1;1;13.03.2016 19:13:41
4393330103600;Kalkofen;148;124;24;0;124;24;83,8;2;7;117;5,6;94,4;40;53;3;10;5;6;;;;;;;;;;;;;;;;;;;;34,2;45,3;2,6;8,5;4,3;5,1;;;;;;;;;;;;;;;;;;;;1;123;0,8;99,2;48;41;5;6;2;2;1;0;2;0;0;16;0;0;;;;;;;;;;;;39;33,3;4,1;4,9;1,6;1,6;0,8;0;1,6;0;0;13;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:57:04
4393330104300;Mannweiler-Cölln;328;276;52;0;253;52;77,1;2;9;244;3,6;96,4;102;65;24;26;7;20;;;;;;;;;;;;;;;;;;;;41,8;26,6;9,8;10,7;2,9;8,2;;;;;;;;;;;;;;;;;;;;6;247;2,4;97,6;106;53;19;24;7;4;3;5;0;0;2;23;1;0;;;;;;;;;;;;42,9;21,5;7,7;9,7;2,8;1,6;1,2;2;0;0;0,8;9,3;0,4;0;;;;;;;;;;;;;;1;1;13.03.2016 18:55:31
4393330104900;Münsterappel;388;313;75;0;288;74;74,2;2;7;281;2,4;97,6;134;96;9;12;10;20;;;;;;;;;;;;;;;;;;;;47,7;34,2;3,2;4,3;3,6;7,1;;;;;;;;;;;;;;;;;;;;5;283;1,7;98,3;139;76;5;14;6;5;1;0;1;0;0;35;1;0;;;;;;;;;;;;49,1;26,9;1,8;4,9;2,1;1,8;0,4;0;0,4;0;0;12,4;0,4;0;;;;;;;;;;;;;;1;1;13.03.2016 19:02:18
4393330105000;Niederhausen an der Appel;194;166;28;0;153;26;78,9;2;10;143;6,5;93,5;56;38;10;11;13;15;;;;;;;;;;;;;;;;;;;;39,2;26,6;7;7,7;9,1;10,5;;;;;;;;;;;;;;;;;;;;5;148;3,3;96,7;52;28;9;13;5;3;4;1;0;0;0;33;0;0;;;;;;;;;;;;35,1;18,9;6,1;8,8;3,4;2;2,7;0,7;0;0;0;22,3;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:44:52
4393330105100;Niedermoschel;387;310;77;0;321;75;82,9;2;15;306;4,7;95,3;118;110;12;21;9;36;;;;;;;;;;;;;;;;;;;;38,6;35,9;3,9;6,9;2,9;11,8;;;;;;;;;;;;;;;;;;;;4;317;1,2;98,8;124;92;6;16;4;4;2;0;0;0;2;67;0;0;;;;;;;;;;;;39,1;29;1,9;5;1,3;1,3;0,6;0;0;0;0,6;21,1;0;0;;;;;;;;;;;;;;1;1;13.03.2016 19:18:35
4393330105300;Oberhausen an der Appel;125;92;33;0;97;32;77,6;2;5;92;5,2;94,8;25;43;4;6;5;9;;;;;;;;;;;;;;;;;;;;27,2;46,7;4,3;6,5;5,4;9,8;;;;;;;;;;;;;;;;;;;;0;97;0;100;28;34;1;4;4;2;2;1;0;1;0;20;0;0;;;;;;;;;;;;28,9;35,1;1;4,1;4,1;2,1;2,1;1;0;1;0;20,6;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:40:09
4393330105400;Obermoschel;859;659;200;0;596;199;69,4;2;25;571;4,2;95,8;235;197;49;20;21;49;;;;;;;;;;;;;;;;;;;;41,2;34,5;8,6;3,5;3,7;8,6;;;;;;;;;;;;;;;;;;;;6;590;1;99;250;179;30;13;12;8;6;7;0;1;1;82;1;0;;;;;;;;;;;;42,4;30,3;5,1;2,2;2;1,4;1;1,2;0;0,2;0,2;13,9;0,2;0;;;;;;;;;;;;;;1;1;13.03.2016 19:15:31
4393330105500;Oberndorf;213;178;35;0;178;36;83,6;2;9;169;5,1;94,9;64;62;13;5;5;20;;;;;;;;;;;;;;;;;;;;37,9;36,7;7,7;3;3;11,8;;;;;;;;;;;;;;;;;;;;0;178;0;100;62;48;8;12;3;6;0;3;0;0;0;36;0;0;;;;;;;;;;;;34,8;27;4,5;6,7;1,7;3,4;0;1,7;0;0;0;20,2;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:58:05
4393330106700;Schiersfeld;197;149;48;0;149;46;75,6;2;3;146;2;98;59;39;13;11;6;18;;;;;;;;;;;;;;;;;;;;40,4;26,7;8,9;7,5;4,1;12,3;;;;;;;;;;;;;;;;;;;;3;146;2;98;62;35;11;10;2;5;0;1;0;0;0;19;1;0;;;;;;;;;;;;42,5;24;7,5;6,8;1,4;3,4;0;0,7;0;0;0;13;0,7;0;;;;;;;;;;;;;;1;1;13.03.2016 19:47:05
4393330107200;Sitters;87;70;17;0;62;17;71,3;2;3;59;4,8;95,2;28;16;5;1;3;6;;;;;;;;;;;;;;;;;;;;47,5;27,1;8,5;1,7;5,1;10,2;;;;;;;;;;;;;;;;;;;;3;59;4,8;95,2;25;9;9;2;1;0;2;2;0;0;0;9;0;0;;;;;;;;;;;;42,4;15,3;15,3;3,4;1,7;0;3,4;3,4;0;0;0;15,3;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:37:35
4393330107800;Unkenbach;185;151;34;0;141;31;76,2;2;7;134;5;95;55;41;2;12;3;21;;;;;;;;;;;;;;;;;;;;41;30,6;1,5;9;2,2;15,7;;;;;;;;;;;;;;;;;;;;2;139;1,4;98,6;57;41;0;1;3;2;1;0;1;1;3;23;6;0;;;;;;;;;;;;41;29,5;0;0,7;2,2;1,4;0,7;0;0,7;0,7;2,2;16,5;4,3;0;;;;;;;;;;;;;;1;1;13.03.2016 18:28:37
4393330107900;Waldgrehweiler;174;150;24;0;124;24;71,3;2;5;119;4;96;56;27;8;9;4;15;;;;;;;;;;;;;;;;;;;;47,1;22,7;6,7;7,6;3,4;12,6;;;;;;;;;;;;;;;;;;;;4;120;3,2;96,8;63;22;6;6;2;3;0;0;0;0;0;18;0;0;;;;;;;;;;;;52,5;18,3;5;5;1,7;2,5;0;0;0;0;0;15;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:36:20
4393330108300;Winterborn;139;117;22;0;111;18;79,9;2;3;108;2,7;97,3;41;30;12;5;12;8;;;;;;;;;;;;;;;;;;;;38;27,8;11,1;4,6;11,1;7,4;;;;;;;;;;;;;;;;;;;;1;110;0,9;99,1;50;24;6;3;8;2;0;2;0;0;0;15;0;0;;;;;;;;;;;;45,5;21,8;5,5;2,7;7,3;1,8;0;1,8;0;0;0;13,6;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:34:38
4393330200000;Eisenberg (Pfalz), VG;9658;7084;2574;0;6521;2456;67,5;2;244;6277;3,7;96,3;2838;1542;348;330;405;814;;;;;;;;;;;;;;;;;;;;45,2;24,6;5,5;5,3;6,5;13;;;;;;;;;;;;;;;;;;;;99;6422;1,5;98,5;2721;1395;268;286;192;278;52;69;17;20;34;1063;16;11;;;;;;;;;;;;42,4;21,7;4,2;4,5;3;4,3;0,8;1,1;0,3;0,3;0,5;16,6;0,2;0,2;;;;;;;;;;;;;;13;13;15.03.2016 14:44:44
4393330201900;Eisenberg (Pfalz);6475;4804;1671;0;4192;1590;64,7;2;166;4026;4;96;1755;980;217;223;290;561;;;;;;;;;;;;;;;;;;;;43,6;24,3;5,4;5,5;7,2;13,9;;;;;;;;;;;;;;;;;;;;67;4125;1,6;98,4;1697;864;163;212;140;194;39;51;9;13;24;701;9;9;;;;;;;;;;;;41,1;20,9;4;5,1;3,4;4,7;0,9;1,2;0,2;0,3;0,6;17;0,2;0,2;;;;;;;;;;;;;;8;8;15.03.2016 14:44:44
4393330203800;Kerzenheim;1735;1213;522;0;1303;501;75,1;2;43;1260;3,3;96,7;622;295;74;58;66;145;;;;;;;;;;;;;;;;;;;;49,4;23,4;5,9;4,6;5,2;11,5;;;;;;;;;;;;;;;;;;;;17;1286;1,3;98,7;590;287;58;40;37;46;10;8;5;3;7;195;0;0;;;;;;;;;;;;45,9;22,3;4,5;3,1;2,9;3,6;0,8;0,6;0,4;0,2;0,5;15,2;0;0;;;;;;;;;;;;;;3;3;13.03.2016 19:26:46
4393330206000;Ramsen;1448;1067;381;0;1026;365;70,9;2;35;991;3,4;96,6;461;267;57;49;49;108;;;;;;;;;;;;;;;;;;;;46,5;26,9;5,8;4,9;4,9;10,9;;;;;;;;;;;;;;;;;;;;15;1011;1,5;98,5;434;244;47;34;15;38;3;10;3;4;3;167;7;2;;;;;;;;;;;;42,9;24,1;4,6;3,4;1,5;3,8;0,3;1;0,3;0,4;0,3;16,5;0,7;0,2;;;;;;;;;;;;;;2;2;13.03.2016 19:45:58
4393330300000;Göllheim, VG;9384;6916;2468;0;6728;2363;71,7;2;211;6517;3,1;96,9;2057;2024;584;391;323;1138;;;;;;;;;;;;;;;;;;;;31,6;31,1;9;6;5;17,5;;;;;;;;;;;;;;;;;;;;96;6632;1,4;98,6;2403;1754;308;366;171;336;57;46;29;22;42;1081;9;8;;;;;;;;;;;;36,2;26,4;4,6;5,5;2,6;5,1;0,9;0,7;0,4;0,3;0,6;16,3;0,1;0,1;;;;;;;;;;;;;;20;20;15.03.2016 10:03:11
4393330300100;Albisheim (Pfrimm);1324;997;327;0;893;307;67,4;2;29;864;3,2;96,8;227;262;131;47;48;149;;;;;;;;;;;;;;;;;;;;26,3;30,3;15,2;5,4;5,6;17,2;;;;;;;;;;;;;;;;;;;;15;878;1,7;98,3;292;238;49;46;33;46;3;13;5;5;10;136;0;2;;;;;;;;;;;;33,3;27,1;5,6;5,2;3,8;5,2;0,3;1,5;0,6;0,6;1,1;15,5;0;0,2;;;;;;;;;;;;;;3;3;15.03.2016 10:03:11
4393330300600;Biedesheim;490;373;117;0;364;107;74,3;2;10;354;2,7;97,3;130;98;24;30;20;52;;;;;;;;;;;;;;;;;;;;36,7;27,7;6,8;8,5;5,6;14,7;;;;;;;;;;;;;;;;;;;;6;358;1,6;98,4;137;82;12;17;14;9;7;3;0;0;2;75;0;0;;;;;;;;;;;;38,3;22,9;3,4;4,7;3,9;2,5;2;0,8;0;0;0,6;20,9;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:53:34
4393330301200;Bubenheim;340;243;97;0;282;91;82,9;2;8;274;2,8;97,2;48;92;16;22;16;80;;;;;;;;;;;;;;;;;;;;17,5;33,6;5,8;8;5,8;29,2;;;;;;;;;;;;;;;;;;;;5;277;1,8;98,2;81;85;10;6;7;38;2;2;1;2;0;42;0;1;;;;;;;;;;;;29,2;30,7;3,6;2,2;2,5;13,7;0,7;0,7;0,4;0,7;0;15,2;0;0,4;;;;;;;;;;;;;;1;1;13.03.2016 19:10:04
4393330301700;Dreisen;777;549;228;0;582;217;74,9;2;8;574;1,4;98,6;187;164;52;22;30;119;;;;;;;;;;;;;;;;;;;;32,6;28,6;9,1;3,8;5,2;20,7;;;;;;;;;;;;;;;;;;;;4;578;0,7;99,3;238;135;30;18;15;41;5;3;4;1;0;87;1;0;;;;;;;;;;;;41,2;23,4;5,2;3,1;2,6;7,1;0,9;0,5;0,7;0,2;0;15,1;0,2;0;;;;;;;;;;;;;;1;1;13.03.2016 19:06:37
4393330301800;Einselthum;639;453;186;0;510;181;79,8;2;19;491;3,7;96,3;191;125;31;39;17;88;;;;;;;;;;;;;;;;;;;;38,9;25,5;6,3;7,9;3,5;17,9;;;;;;;;;;;;;;;;;;;;5;505;1;99;209;115;16;29;10;38;4;4;1;1;5;72;1;0;;;;;;;;;;;;41,4;22,8;3,2;5,7;2;7,5;0,8;0,8;0,2;0,2;1;14,3;0,2;0;;;;;;;;;;;;;;1;1;13.03.2016 19:11:32
4393330302600;Göllheim;2931;2121;810;0;1951;787;66,6;2;66;1885;3,4;96,6;635;609;140;108;101;292;;;;;;;;;;;;;;;;;;;;33,7;32,3;7,4;5,7;5,4;15,5;;;;;;;;;;;;;;;;;;;;31;1920;1,6;98,4;674;510;94;120;35;70;14;4;5;9;13;364;6;2;;;;;;;;;;;;35,1;26,6;4,9;6,3;1,8;3,6;0,7;0,2;0,3;0,5;0,7;19;0,3;0,1;;;;;;;;;;;;;;4;4;13.03.2016 19:12:53
4393330303200;Immesheim;110;90;20;0;90;19;81,8;2;2;88;2,2;97,8;19;36;8;6;3;16;;;;;;;;;;;;;;;;;;;;21,6;40,9;9,1;6,8;3,4;18,2;;;;;;;;;;;;;;;;;;;;3;87;3,3;96,7;27;32;3;9;2;6;2;0;0;0;0;6;0;0;;;;;;;;;;;;31;36,8;3,4;10,3;2,3;6,9;2,3;0;0;0;0;6,9;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:27:58
4393330304100;Lautersheim;502;358;144;0;371;139;73,9;2;13;358;3,5;96,5;132;121;19;15;20;51;;;;;;;;;;;;;;;;;;;;36,9;33,8;5,3;4,2;5,6;14,2;;;;;;;;;;;;;;;;;;;;5;366;1,3;98,7;147;105;7;17;8;13;2;1;4;0;3;59;0;0;;;;;;;;;;;;40,2;28,7;1,9;4,6;2,2;3,6;0,5;0,3;1,1;0;0,8;16,1;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:41:05
4393330305800;Ottersheim;313;237;76;0;223;75;71,2;2;10;213;4,5;95,5;53;83;15;6;7;49;;;;;;;;;;;;;;;;;;;;24,9;39;7;2,8;3,3;23;;;;;;;;;;;;;;;;;;;;0;223;0;100;60;78;12;6;4;13;1;0;1;1;2;44;0;1;;;;;;;;;;;;26,9;35;5,4;2,7;1,8;5,8;0,4;0;0,4;0,4;0,9;19,7;0;0,4;;;;;;;;;;;;;;1;1;13.03.2016 18:54:52
4393330306400;Rüssingen;413;305;108;0;313;101;75,8;2;8;305;2,6;97,4;96;75;42;18;13;61;;;;;;;;;;;;;;;;;;;;31,5;24,6;13,8;5,9;4,3;20;;;;;;;;;;;;;;;;;;;;4;309;1,3;98,7;120;61;29;20;8;18;3;0;1;0;3;46;0;0;;;;;;;;;;;;38,8;19,7;9,4;6,5;2,6;5,8;1;0;0,3;0;1;14,9;0;0;;;;;;;;;;;;;;1;1;13.03.2016 19:02:16
